A;B
Local school board meeting alert: Join us this Thursday evening...;If anyone is interested in a weekly knitting and crochet...
Neighbourhood watch update: Increased patrols have begun in response to...;Local school board meeting alert
Looking for a running partner? I run three times a...;Increased Patrols Have Begun
Are you a local artist or craftsperson? We're setting up...;Looking for a running partner?
Yoga classes now available at the fitness center! Beginners are...;Are you a local artist or craftsperson?
Library reminder: The book club meets next Tuesday to discuss...;Yoga Classes Now Available
Anyone lost a grey tabby cat in the Maple Street...;The Book Club Meets Next Tuesday
Join our neighborhood cleanup day!;Anyone Lost a Grey Tabby Cat in the Maple Street...
Reminder: Dog walking is not allowed on the artificial turf...;Join Our Neighborhood Cleanup Day
Found: A pair of prescription glasses in a black case...;Dog walking is not allowed on the artificial turf field...
I�m trying to find a home for a friendly stray...;Found: A pair of prescription glasses in a black case...
The local youth soccer club is looking for sponsors for...;I’m trying to find a home for a friendly stray...
There's a new exhibit on regional wildlife at the Natural...;Businesses Needed for Local Youth Soccer Club
Does anyone have a ladder I can borrow for a...;There's a new exhibit on regional wildlife at the Natural...
A documentary film about the history of our town is...;I need to clean out my gutters
Missing: One small drone, last seen flying near Maple Street...;Documentary film about the history of our town premiering next...
The local theatre is seeking donations of costumes and props...;MISSING: One small drone, last seen flying near Maple Street...
The annual community yard sale is scheduled for next Saturday...;The Local Theatre Seeks Donations of Costumes and Props
The community choir is seeking enthusiastic voices! Join us for...;Annual Community Yard Sale - Next Saturday
Urgent requirement for canned food donations at our local food...;The community choir is seeking enthusiastic voices!
Exciting opportunity for creatives! A new arts magazine is looking...;Urgent requirement for canned food donations
Experiencing computer troubles? Any recommendations for a trusted local technician...;Exciting opportunity for creatives!
Found: Black hiking poles with blue grips at Mount Parker...;Experiencing Computer Troubles?
Reminder: Neighborhood watch meeting this Thursday at 7 PM at...;Found: Black Hiking Poles with Blue Grips at Mount Parker...
Free yoga classes this weekend at the park! Bring a...;Neighborhood Watch Meeting This Thursday
Looking for volunteers to help with the annual town festival....;Free Yoga Classes This Weekend
The community garden is now open for registration. Secure your...;Looking for Volunteers to Help with Annual Town Festival
Lost dog alert: Small brown terrier, last seen near Oak...;The Community Garden Is Now Open For Registration
Garage sale this Saturday on Elm St from 8 AM...;LOST DOG ALERT: Small brown terrier, last seen near Oak...
Book lovers unite! Join our monthly book discussion group. This...;Garage Sale This Saturday
Opening soon: A new craft bakery in town. We ......;Book Lovers Unite!
Street art competition this month. Artists wanted! Showcase your skills...;Opening Soon: A New Craft Bakery in Town
Tree planting event next month – volunteers needed to help...;Street Art Competition This Month
Piano teacher offering lessons for all ages and skill levels....;Tree Planting Event Next Month
Lost cat: Grey with white paws, very friendly. Last seen...;Piano teacher offering lessons for all ages
Neighborhood car wash fundraiser this Sunday at the high school...;Grey with white paws, very friendly.
Local theater group holding auditions for 'A Midsummer Night's Dream'....;Neighborhood Car Wash Fundraiser This Sunday
Local artisan market this Sunday – come support our talented...;A Midsummer Night's Dream Auditions
Notice for roadworks on Main St. starting next week. Expect...;Local Artisan Market This Sunday
Seasonal flu vaccinations available at the community health center. Protect...;ROADWORKS ON MAIN ST. STARTING NEXT WEEK
Lost: Digital camera near the community center. Contains personal photos....;Protect yourself and your family
Coffee morning for new residents. Come meet your neighbors and...;Lost Digital Camera
Free computer programming workshop this weekend at the library. Beginners...;Coffee Morning for New Residents
Historical society lecture on the town's founding pioneers. Join us...;Free Computer Programming Workshop This Weekend
Keep our parks clean! Participate in the community cleanup this...;Historical Society Lecture
Thinking of adopting a pet? Visit our local animal shelter...;Keep Our Parks Clean!
Urgently needed: Volunteers for the community soup kitchen. Help provide...;Thinking of adopting a pet? Visit our local animal shelter...
Spice up your weekend with our international food fair at...;Urgently Needed: Volunteers for Community Soup Kitchen
Found: A small gold ring at the city park near...;Taste the worldâ€™s cuisine!
The seniors' center is looking for volunteer drivers to help...;Found: Small Gold Ring at City Park
The annual community clean-up day is fast approaching. Gather at...;Volunteer Drivers Needed for Weekly Grocery Shopping Trips
Reminder: Property taxes are due at the end of the...;Annual Community Clean-up Day Next Saturday
The city's annual jazz festival is looking for volunteers. If...;Property Taxes Due
Community service reminder: Please keep sidewalks clear of leaves and...;The City's Annual Jazz Festival
Our local pet shelter is in desperate need of foster...;Please keep sidewalks clear of leaves and debris.
We're starting a community cycling group that will meet every...;Our Local Pet Shelter Needs Foster Homes for Kittens
I'm a professional photographer offering mini photo sessions this weekend...;We're Starting a Community Cycling Group
The neighborhood association is looking for articles and photos for...;I'm a professional photographer offering mini photo sessions this weekend...
The local veterans' group is organizing a charity raffle to...;The neighborhood association is looking for articles and photos for...
I'm offering tutoring services for middle and high school students...;The local veterans' group is organizing a charity raffle to...
Join us for the annual Tree Planting Day this Sunday...;I'm Offering Tutoring Services for Middle and High School Students
There will be a CPR and first aid training session...;Bring a shovel and gloves, and help us beautify our...
Please message me if interested.;CPR and First Aid Training Session This Saturday
I’m trying to find a home for a friendly stray...;Please message me if interested.
The annual food drive for the local pantry starts next...;Iâ€™m trying to find a home for a friendly stray...
We are initiating a neighborhood carpool program. If you're interested...;The annual food drive for the local pantry starts next...
It has great sentimental value as it was a gift....;Neighborhood Carpool Program
Lost: A small drone, last seen flying over Maple Park...;If Found, Please Contact Me
Friendly dog found near Elm Street. Appears to be a...;Lost: A small drone, last seen flying over Maple Park...
Reminder: Community potluck this Saturday at 5 PM in the...;Friendly Dog Found Near Elm Street
Looking for volunteers to help with the school fundraiser event...;Community potluck this Saturday at 5 PM
Missing cat: Black and white tuxedo, very shy. Last seen...;Looking for Volunteers to Help with School Fundraiser
Join us for our annual Easter egg hunt this Sunday...;Missing Cat: Black and White Tuxedo
Free piano lessons offered at the local library every Wednesday....;Join Us for Our Annual Easter Egg Hunt This Sunday
Garage sale this weekend at 45 Oak Avenue. Come and...;Limited slots available for free piano lessons at the local...
Free yoga classes available at the community center. Classes every...;Garage Sale This Weekend at 45 Oak Avenue
Urgent: Volunteers needed for the riverside clean-up project this Saturday....;Free Yoga Classes Available
Lost: Silver locket with a picture inside, highly sentimental. Lost...;Urgent: Volunteers Needed for Riverside Clean-up Project
Neighborhood watch meeting this Wednesday at 7 PM. Discussing recent...;Silver Locket with a Picture Inside
Found: Set of car keys near the Main Square. Please...;Neighborhood Watch Meeting this Wednesday
Reminder: Book club meeting tonight at the public library. Discussing...;Found: Set of car keys near the Main Square.
Request for old magazines and books for the senior center....;To Kill a Mockingbird
Help needed: Looking for someone to assist with walking dogs...;Request for old magazines and books for senior center.
Lost: Kids’ backpack, red with superheroes design, near town playground....;Looking for someone to assist with walking dogs at the...
Neighborhood BBQ this Sunday! Join us at Green Meadow Park...;Lost: Kidsâ€™ backpack, red with superheroes design
Found: Kids’ plush toy near the community garden. If yours,...;Neighborhood BBQ this Sunday
Substitute teacher needed for community art class. If you have...;Found: Kidsâ€™ plush toy near the community garden
Lost: Prescription glasses, black frame, near the downtown cafe last...;Substitute teacher needed for community art class.
Found: Bracelet with charms, looks antique. Found on Oak Street,...;Lost: Prescription Glasses, Black Frame
Community garden plots now available for the spring season. If...;Bracelet with charms, looks antique found on Oak Street
Lost: Small notebook, blue cover, with personal notes, near High...;Community Garden Plots Now Available
Help request: Moving assistance needed this Friday from 9 to...;Lost: Small notebook, blue cover, with personal notes
Curbside pickup for large trash items starts next week. Ensure...;Moving Assistance Needed This Friday
Attention dog owners: A new dog park is opening next...;Curbside Pickup for Large Trash Items Starts Next Week
Our neighborhood watch is organizing a meeting to discuss recent...;Attention Dog Owners: A New Dog Park is Opening
Reminder: Property taxes are due at the end of the...;Vehicle Break-ins: Meeting on Tuesday at 7 PM
We're looking for local bands to perform at the upcoming...;Property Taxes Are Due At The End Of The Month.
The annual haunted house fundraiser is back! We're looking for...;Local bands wanted for community festival
New Book Club Alert: Lovers of literature are invited to...;The annual haunted house fundraiser is back!
A community yard sale is scheduled for next month. ...;New Book Club Alert
